8.569600000000000550e-01,8.549600000000000533e-01,8.603199999999999736e-01,8.537599999999999634e-01,8.563199999999999701e-01,8.619999999999999885e-01,8.579999999999999849e-01,8.556799999999999962e-01,8.514399999999999746e-01,8.579999999999999849e-01
8.773600000000000287e-01,8.763199999999999878e-01,8.793600000000000305e-01,8.760000000000000009e-01,8.795199999999999685e-01,8.798399999999999554e-01,8.733600000000000252e-01,8.746399999999999730e-01,8.741600000000000481e-01,8.751999999999999780e-01
8.853600000000000358e-01,8.791200000000000125e-01,8.844800000000000439e-01,8.808799999999999963e-01,8.842400000000000260e-01,8.819200000000000372e-01,8.834400000000000031e-01,8.836800000000000210e-01,8.849599999999999689e-01,8.822400000000000242e-01
8.902400000000000313e-01,8.915999999999999481e-01,8.935999999999999499e-01,8.911999999999999922e-01,8.911999999999999922e-01,8.871999999999999886e-01,8.916800000000000281e-01,8.927199999999999580e-01,8.909599999999999742e-01,8.872799999999999576e-01
8.957600000000000007e-01,8.951999999999999957e-01,8.948800000000000088e-01,8.906399999999999872e-01,8.934400000000000119e-01,8.922400000000000331e-01,8.945600000000000218e-01,8.943999999999999728e-01,8.933600000000000430e-01,8.975199999999999845e-01
8.993600000000000483e-01,8.992799999999999683e-01,9.013600000000000501e-01,9.022400000000000420e-01,9.006399999999999961e-01,9.013600000000000501e-01,8.979200000000000514e-01,9.009599999999999831e-01,9.057600000000000096e-01,8.986399999999999944e-01
9.023999999999999799e-01,9.028800000000000159e-01,9.080000000000000293e-01,9.038399999999999768e-01,9.033600000000000518e-01,9.009599999999999831e-01,9.047199999999999687e-01,9.043999999999999817e-01,9.072799999999999754e-01,9.032799999999999718e-01
9.068000000000000504e-01,9.095199999999999951e-01,9.080799999999999983e-01,9.115199999999999969e-01,9.091200000000000392e-01,9.032000000000000028e-01,9.063999999999999835e-01,9.069599999999999884e-01,9.057600000000000096e-01,9.070399999999999574e-01
9.105600000000000360e-01,9.085600000000000342e-01,9.101599999999999691e-01,9.111200000000000410e-01,9.096800000000000441e-01,9.096800000000000441e-01,9.108000000000000540e-01,9.112000000000000099e-01,9.100800000000000001e-01,9.127199999999999758e-01
9.156800000000000495e-01,9.157600000000000184e-01,9.117600000000000149e-01,9.127999999999999448e-01,9.125600000000000378e-01,9.135999999999999677e-01,9.161599999999999744e-01,9.135199999999999987e-01,9.127999999999999448e-01,9.124799999999999578e-01
