9.982278347015380859e-01,6.695978641510009766e-01,6.969871520996093750e-01,8.871259689331054688e-01,6.606700420379638672e-01,9.074759483337402344e-01,8.097841739654541016e-01,6.785290241241455078e-01,6.933610439300537109e-01,6.883230209350585938e-01
1.818144083023071289e+00,2.006747961044311523e+00,2.029142141342163086e+00,1.721513986587524414e+00,2.050276041030883789e+00,1.960309982299804688e+00,1.841083288192749023e+00,1.639660120010375977e+00,1.508881330490112305e+00,1.852307319641113281e+00
3.340992927551269531e+00,2.824163198471069336e+00,3.381926059722900391e+00,3.123070955276489258e+00,2.701047182083129883e+00,2.563585996627807617e+00,2.725461959838867188e+00,2.822753667831420898e+00,3.232567071914672852e+00,2.807267189025878906e+00
4.580906152725219727e+00,4.036638975143432617e+00,4.014569044113159180e+00,3.570069074630737305e+00,3.709787130355834961e+00,3.939152002334594727e+00,4.490375041961669922e+00,4.224187135696411133e+00,5.598257780075073242e+00,3.479225158691406250e+00
5.013364076614379883e+00,6.403513193130493164e+00,5.638501167297363281e+00,6.291682958602905273e+00,5.049819946289062500e+00,6.061553239822387695e+00,4.941928148269653320e+00,5.105799913406372070e+00,5.463461160659790039e+00,5.747649908065795898e+00
6.758696317672729492e+00,5.732688903808593750e+00,6.270191669464111328e+00,7.094536304473876953e+00,6.536185979843139648e+00,6.641478776931762695e+00,7.405428886413574219e+00,6.031104803085327148e+00,6.730469942092895508e+00,7.989301919937133789e+00
9.309007167816162109e+00,9.100425004959106445e+00,8.487832069396972656e+00,1.144448113441467285e+01,8.650527954101562500e+00,1.032373189926147461e+01,8.615412235260009766e+00,8.730184078216552734e+00,8.396537780761718750e+00,9.258019208908081055e+00
1.158919191360473633e+01,1.075365710258483887e+01,1.120099902153015137e+01,1.110146212577819824e+01,1.018085598945617676e+01,9.680641889572143555e+00,8.951130151748657227e+00,1.016737198829650879e+01,8.226150989532470703e+00,1.117842411994934082e+01
1.075645899772644043e+01,1.111059999465942383e+01,1.247904014587402344e+01,1.294516396522521973e+01,1.093725728988647461e+01,1.358085203170776367e+01,1.149136805534362793e+01,1.027824521064758301e+01,1.129744195938110352e+01,1.167700099945068359e+01
1.240336894989013672e+01,1.327424097061157227e+01,1.290845012664794922e+01,1.402572607994079590e+01,1.711082816123962402e+01,1.503681707382202148e+01,1.479129815101623535e+01,1.514085292816162109e+01,1.752010107040405273e+01,1.267673492431640625e+01
