7.177173168153307969e+00,6.933420917550145113e+00,6.959006120908039605e+00,7.045906269905212405e+00,7.077861299354947455e+00
6.126833314651110030e+00,6.204447305046921102e+00,6.087775268903387271e+00,6.092794892949579655e+00,6.278901072456313237e+00
5.803098641597369323e+00,5.897958296457783689e+00,5.769610925459340400e+00,5.866115687822621716e+00,5.686214253876364921e+00
5.563615627030452870e+00,5.493626639989689586e+00,5.406261514943478730e+00,5.429666669698735681e+00,5.354638433641907724e+00
5.302305839469576121e+00,5.275589540732346094e+00,5.208239492899788381e+00,5.226376000765267094e+00,5.289134964678343209e+00
5.071124283714229186e+00,5.105139946696721331e+00,5.052391271289383923e+00,4.989896976770740622e+00,5.109949837713434029e+00
4.949718979959540022e+00,4.924110371185490997e+00,4.966849303092718770e+00,4.935797848187645442e+00,4.909081128656500148e+00
4.861962752138336619e+00,4.782878341001722156e+00,4.814995607665631283e+00,4.794074541200582296e+00,4.746958949083589729e+00
4.693242831241116519e+00,4.687126719446588652e+00,4.649722583236456153e+00,4.803109319378869202e+00,4.721280690270465819e+00
4.579176306336153246e+00,4.550526932263121438e+00,4.636078588462913430e+00,4.596396682365017305e+00,4.620586359941513344e+00
